year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,total_motorist_injured,total_motorist_killed,total_pedestrians_injured,total_pedestrians_killed,total_persons_injured,total_persons_killed,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,avg_vol
2016,11,18,6,2016-11-18,17,0,154,0,40,1,211,1,1532,774,1,1,29,187,14,11,4,2,67,87,12,90,11,0,18,15,23,21,23,16,50.9,44.1,1014.8,10.0,18.0,22.9,28.9,55.0,41.0,0.0,999.9,0,181.34004196899309
2016,11,19,7,2016-11-19,16,0,171,1,37,1,224,2,1358,690,0,1,35,174,6,31,9,1,56,67,1,66,8,0,13,16,19,19,25,15,50.1,47.2,1012.9,6.6,12.3,17.1,25.1,54.0,48.0,0.0,999.9,0,216.60319767441857
2016,11,20,1,2016-11-20,7,0,118,0,44,0,169,0,1005,529,4,1,22,141,6,17,15,0,37,47,2,51,2,0,9,14,12,7,23,10,47.0,42.3,996.0,5.5,14.4,27.0,36.9,50.0,41.0,0.13,999.9,1,211.75493421052633
2016,11,21,2,2016-11-21,13,0,98,0,29,1,140,1,1319,683,0,1,32,178,13,11,7,0,40,75,4,92,7,0,7,13,15,12,35,17,38.8,23.3,998.3,10.0,21.2,27.0,39.0,51.1,37.0,0.07,999.9,0,62.701432136714061
2016,11,22,3,2016-11-22,10,0,105,0,44,0,159,0,1470,764,1,0,32,193,14,7,3,0,49,85,15,115,4,0,19,11,17,15,44,18,37.7,21.4,1009.0,10.0,15.1,24.1,33.0,43.0,34.0,0.0,999.9,0,60.827380952380942
2016,11,23,4,2016-11-23,8,0,118,0,47,0,173,0,1541,806,5,2,43,204,14,18,1,1,53,93,4,99,7,0,11,12,23,14,28,12,37.1,23.3,1019.9,10.0,12.0,19.0,25.1,44.1,30.9,0.0,999.9,0,29.358940972222218
2016,11,24,5,2016-11-24,9,0,106,0,21,0,136,0,861,428,1,0,19,111,12,14,7,0,36,50,0,40,3,0,5,18,15,13,15,4,42.2,34.3,1025.6,10.0,6.0,9.9,15.0,48.9,30.0,0.0,999.9,0,16.015625
2016,11,25,6,2016-11-25,7,0,119,0,32,0,158,0,864,452,2,0,37,122,5,14,5,1,33,29,0,49,4,0,10,7,10,6,18,5,48.6,43.1,1023.9,10.0,6.9,12.0,999.9,51.1,34.0,0.0,999.9,0,19.516059027777775
2016,11,26,7,2016-11-26,9,0,93,0,17,0,119,0,908,463,3,1,29,119,12,14,1,0,24,51,2,63,6,0,6,9,13,10,24,4,47.0,45.0,1018.2,6.8,6.3,14.0,999.9,48.9,41.0,0.0,999.9,1,21.54625
2016,11,27,1,2016-11-27,7,0,68,0,24,0,99,0,902,464,2,0,19,130,10,16,3,1,25,40,1,72,4,0,6,9,13,5,9,7,43.4,34.6,1014.3,10.0,13.2,18.1,24.1,48.9,39.9,0.05,999.9,0,23.918712797619044
2016,11,28,2,2016-11-28,9,0,95,0,38,0,142,0,1261,647,3,0,31,176,8,3,2,0,49,84,2,95,4,0,8,12,24,11,26,9,39.5,26.7,1019.2,10.0,11.2,19.0,25.1,46.9,33.1,0.0,999.9,0,27.844418080778414
2016,11,29,3,2016-11-29,8,0,146,0,78,0,232,0,1390,750,3,0,28,179,8,4,37,1,63,74,9,95,4,0,10,24,20,11,27,23,43.8,38.5,1021.7,8.5,9.7,20.0,27.0,53.6,33.1,0.0,999.9,0,45.691625501145474
2016,11,30,4,2016-11-30,12,0,112,0,64,0,188,0,1367,724,6,2,27,181,10,12,31,0,67,61,5,82,7,1,9,17,11,14,32,17,52.9,51.3,1013.1,4.1,12.6,22.9,33.0,57.2,48.2,1.05,999.9,1,47.45399305555555
2016,12,1,5,2016-12-01,13,0,139,0,36,1,188,1,1430,732,4,0,40,191,15,7,7,1,53,76,5,85,8,0,11,11,25,7,28,21,53.4,49.7,1003.2,6.6,15.6,22.0,29.9,57.0,48.9,0.1,999.9,1,49.562789351851855
2016,12,2,6,2016-12-02,12,0,109,0,30,0,151,0,1318,685,4,3,38,190,13,9,3,2,48,78,4,103,4,0,15,9,23,10,37,20,46.4,32.8,1007.7,10.0,12.9,19.0,28.0,57.0,43.0,0.06,999.9,0,39.541712252697039
2016,12,3,7,2016-12-03,8,0,121,1,35,0,164,1,1153,591,3,1,30,140,17,23,2,1,48,55,9,62,10,0,9,9,21,9,32,8,43.8,28.3,1009.8,10.0,15.1,19.0,28.0,50.0,39.9,0.0,999.9,0,57.7001488095238
2016,12,4,1,2016-12-04,7,0,109,1,17,1,133,2,940,482,4,0,20,130,9,15,0,2,37,37,0,56,4,0,4,17,10,10,20,6,38.2,24.3,1019.2,10.0,14.6,22.9,33.0,48.0,34.0,0.0,999.9,0,62.178030303030312
2016,12,5,2,2016-12-05,15,0,126,0,46,1,187,1,1525,788,1,0,46,198,15,13,16,1,63,82,12,109,8,1,15,16,22,10,36,9,37.9,30.9,1018.6,9.5,6.6,15.0,18.1,46.9,26.1,0.0,999.9,0,52.827289139018561
2016,12,6,3,2016-12-06,12,0,116,0,61,1,189,1,1362,711,8,0,34,171,14,6,15,2,56,67,11,125,4,0,18,9,20,11,26,10,41.7,31.3,1017.0,10.0,11.9,20.0,28.9,46.9,30.9,0.02,999.9,0,46.121775793650784
2016,12,7,4,2016-12-07,12,0,101,0,41,0,154,0,1218,634,3,0,27,154,6,8,6,0,56,68,8,95,6,1,13,14,14,10,31,13,42.8,37.1,1013.5,8.8,7.6,11.1,19.0,46.0,39.0,0.14,999.9,0,45.693204365079367
2016,12,8,5,2016-12-08,9,0,72,0,34,0,115,0,1217,634,1,1,22,180,8,10,1,2,54,70,9,92,4,1,9,12,18,9,25,6,42.7,35.1,1012.7,9.8,6.4,15.0,22.9,46.9,37.0,0.02,999.9,0,46.850198412698418
2016,12,9,6,2016-12-09,9,0,144,2,36,1,189,3,1361,701,1,2,38,192,16,7,8,1,48,81,3,84,4,0,9,15,20,16,33,18,36.6,19.2,1013.3,10.0,15.4,20.0,28.9,46.9,34.0,0.0,999.9,0,39.081437297548547
2016,12,10,7,2016-12-10,5,0,139,0,29,0,173,0,1078,555,1,1,35,161,11,19,1,0,49,58,4,80,4,0,6,8,8,13,24,6,28.2,9.9,1023.9,10.0,12.8,18.1,22.0,39.9,24.1,0.0,999.9,0,50.552517361111114
2016,12,11,1,2016-12-11,13,0,133,0,25,0,171,0,1016,521,0,1,30,117,12,20,9,0,43,58,2,48,4,0,9,13,18,20,25,6,29.9,13.3,1031.6,10.0,7.5,12.0,15.9,36.0,24.1,0.0,999.9,0,23.390625000000007
2016,12,12,2,2016-12-12,4,0,101,0,51,0,156,0,1268,664,2,0,37,154,17,11,26,0,56,68,5,87,6,0,12,15,20,12,28,14,43.6,40.4,1015.5,6.5,14.2,24.1,34.0,53.1,25.0,0.16,999.9,0,19.270998160126169
2016,12,13,3,2016-12-13,10,0,101,0,31,2,142,2,1219,628,1,0,42,168,8,14,0,3,44,66,6,104,5,0,12,12,14,9,19,12,39.7,26.9,1017.1,9.8,9.7,18.1,24.1,53.1,35.1,0.83,999.9,0,19.142113095238095
2016,12,14,4,2016-12-14,15,0,117,0,31,0,163,0,1330,687,3,1,33,183,17,12,1,1,54,69,8,103,5,1,6,10,14,9,30,16,41.2,31.1,1013.7,9.8,8.2,15.9,22.0,44.1,35.1,0.0,999.9,0,20.723214285714285
2016,12,15,5,2016-12-15,5,1,127,0,36,1,168,2,1439,749,3,0,42,182,17,11,6,4,53,85,6,107,5,0,13,17,17,17,22,13,29.8,14.0,1008.6,8.8,13.8,27.0,38.1,44.1,19.9,0.01,999.9,1,19.078125
2016,12,16,6,2016-12-16,3,0,131,0,29,1,163,1,1559,792,4,2,43,234,15,16,6,1,60,90,5,99,2,2,13,10,23,17,34,8,18.2,-2.1,1023.1,10.0,17.8,32.1,49.0,23.0,12.9,0.0,999.9,0,7.4199817023583643
2016,12,19,2,2016-12-19,6,0,120,0,42,3,168,3,1382,719,0,0,41,177,13,11,5,3,51,83,6,109,2,0,24,6,16,10,36,7,35.3,22.9,1032.7,9.9,14.1,21.0,26.0,57.9,30.0,0.0,999.9,0,43.548202278710782
2016,12,20,3,2016-12-20,8,0,115,0,49,0,172,0,1381,717,2,0,31,169,14,13,3,2,54,87,8,105,3,0,17,20,20,7,25,19,34.8,25.3,1033.2,10.0,7.0,13.0,999.9,41.0,30.0,0.0,999.9,0,35.823784722222214
2016,12,21,4,2016-12-21,12,0,127,0,31,0,170,0,1327,675,2,0,43,184,8,8,2,0,46,75,4,85,4,0,15,13,29,11,31,16,38.8,29.0,1019.7,10.0,9.7,15.0,18.1,43.0,30.0,0.0,999.9,0,36.8203125
2016,12,22,5,2016-12-22,4,0,114,0,33,0,151,0,1357,699,2,1,28,187,13,14,1,2,65,71,7,115,2,0,9,12,19,15,32,6,38.9,32.3,1017.7,10.0,6.5,15.0,999.9,46.0,27.0,0.0,999.9,0,37.0703125
2016,12,23,6,2016-12-23,8,0,129,0,56,0,193,0,1318,688,5,1,39,189,10,19,2,1,62,70,7,80,3,0,12,14,20,15,18,14,39.0,28.8,1023.3,10.0,12.7,18.1,24.1,46.0,27.0,0.0,999.9,0,19.603212205180657
2017,1,4,4,2017-01-04,5,0,92,0,32,0,129,0,1133,590,5,2,37,145,12,11,12,0,40,75,4,73,10,0,13,7,18,9,19,12,46.5,43.7,996.4,6.2,13.6,21.0,28.0,53.1,42.1,0.87,999.9,1,85.353262702912687
2017,1,5,5,2017-01-05,2,0,75,1,21,0,98,1,1094,552,3,0,33,149,12,11,10,0,45,57,7,77,1,1,12,6,23,9,20,9,36.4,19.7,1007.8,10.0,15.4,22.9,33.0,48.0,32.0,0.0,999.9,0,66.209201388888886
2017,1,6,6,2017-01-06,9,0,130,0,35,0,174,0,1153,600,1,0,30,133,4,7,53,0,57,52,4,63,2,0,18,14,18,18,21,14,31.7,25.8,1015.2,6.1,8.9,13.0,999.9,41.0,28.9,0.03,999.9,1,62.2126736111111
2017,1,7,7,2017-01-07,0,0,144,0,15,0,159,0,1741,894,3,0,22,114,20,11,305,2,33,107,1,43,2,0,18,9,8,36,28,5,31.3,24.9,1022.0,5.7,13.4,32.1,41.0,35.1,28.9,0.11,999.9,1,26.404513888888889
2017,1,8,1,2017-01-08,2,0,69,0,15,0,86,0,764,406,2,0,13,80,8,6,52,1,22,34,3,44,0,0,8,10,10,16,21,6,24.1,15.9,1021.1,6.1,19.5,34.0,42.9,33.1,19.0,0.37,999.9,1,1.0911458333333333
2017,1,9,2,2017-01-09,6,1,138,0,18,2,162,3,1327,669,4,0,29,140,6,8,50,1,48,95,8,78,3,0,15,10,17,19,31,7,18.3,5.7,1035.5,10.0,11.0,18.1,22.9,28.0,15.1,0.0,999.9,0,43.840003552064474
2017,1,10,3,2017-01-10,8,0,119,0,35,1,162,1,1148,596,4,2,36,143,5,10,33,3,50,68,10,92,3,0,9,10,17,13,21,12,35.6,26.3,1037.4,10.0,13.6,20.0,999.9,42.1,15.1,0.0,999.9,0,41.524784482758626
2017,1,11,4,2017-01-11,4,0,92,0,49,1,145,1,1200,629,2,0,25,163,11,9,9,1,56,59,7,83,5,0,13,10,21,10,22,13,45.0,40.9,1027.3,6.5,15.1,27.0,34.0,50.0,28.9,0.33,999.9,0,36.608477011494259
2017,1,12,5,2017-01-12,11,0,121,0,40,0,172,0,1236,646,4,1,27,164,12,16,11,0,56,78,7,77,5,1,15,11,19,16,19,5,47.8,45.5,1021.7,5.4,12.6,19.0,24.1,53.1,42.1,0.42,999.9,0,52.821867485101173
2017,1,13,6,2017-01-13,10,0,114,0,35,0,159,0,1169,603,2,1,22,157,14,7,5,1,61,62,6,91,0,0,12,15,18,9,25,12,46.8,37.5,1022.8,7.2,12.6,21.0,25.1,50.0,37.9,0.39,999.9,0,50.4089149141403
2017,1,14,7,2017-01-14,6,0,100,0,43,0,149,0,933,495,5,1,36,105,7,27,20,1,45,35,4,63,3,1,5,6,10,11,15,7,29.8,13.4,1035.9,10.0,10.2,18.1,25.1,50.0,25.0,0.0,999.9,0,94.248883928571445
2017,1,15,1,2017-01-15,4,0,111,0,23,0,138,0,953,490,1,1,29,114,17,14,6,0,36,41,5,48,4,0,7,12,12,13,22,8,33.6,24.8,1025.3,9.0,10.8,19.0,22.9,36.0,25.0,0.01,999.9,0,90.67485119047619
2017,1,16,2,2017-01-16,3,0,102,0,20,0,125,0,929,477,3,0,31,121,12,6,3,4,38,48,5,58,3,0,11,11,13,7,10,7,31.6,20.7,1029.0,10.0,6.2,15.0,18.1,43.0,21.0,0.0,999.9,0,94.574776785714292
2017,1,17,3,2017-01-17,4,0,124,0,71,0,199,0,1239,657,4,0,26,182,9,9,19,2,77,53,2,89,5,0,10,12,9,11,19,13,40.0,30.9,1023.1,9.6,8.4,14.0,21.0,44.1,37.0,0.0,999.9,0,83.924626261291252
2017,1,18,4,2017-01-18,7,0,100,0,39,2,146,2,1046,549,6,0,26,132,13,3,10,0,35,62,6,81,5,0,13,9,21,8,20,8,41.6,38.5,1015.9,4.5,13.8,19.0,24.1,44.1,36.0,0.26,999.9,0,79.655523255813947
2017,1,19,5,2017-01-19,5,0,110,0,23,1,138,1,1188,609,2,1,31,154,10,6,1,0,44,84,7,95,2,0,7,7,15,13,29,10,40.7,36.9,1014.4,7.4,7.6,14.0,22.0,45.0,37.0,0.1,999.9,0,83.249567949332658
2017,1,20,6,2017-01-20,6,0,84,0,40,0,130,0,1151,605,3,2,24,148,15,15,13,1,50,65,5,95,2,0,10,8,21,8,22,11,39.9,32.5,1015.5,10.0,4.3,9.9,999.9,45.0,37.0,0.0,999.9,0,65.951143315943725
2017,1,21,7,2017-01-21,14,0,89,0,25,0,128,0,909,474,2,2,21,115,9,14,7,3,41,56,1,61,3,0,13,15,10,14,15,8,42.3,37.5,1011.3,6.7,7.5,17.1,20.0,46.0,37.0,0.0,999.9,1,82.146364795918373
2017,1,22,1,2017-01-22,4,0,100,0,19,0,123,0,792,411,1,0,23,100,7,20,5,4,30,35,2,51,1,0,8,12,15,9,20,6,43.2,40.4,1008.1,4.5,8.4,15.0,21.0,53.1,39.0,0.0,999.9,1,62.989583333333321
2017,1,23,2,2017-01-23,6,0,88,1,108,1,202,2,1195,667,2,0,34,149,3,5,20,0,65,53,8,74,8,0,11,12,25,10,20,16,40.9,34.4,1011.4,8.8,18.6,26.0,38.1,44.1,37.4,0.0,999.9,0,63.978746425962761
2017,1,24,3,2017-01-24,7,0,83,1,68,0,158,1,1035,563,1,0,32,148,12,6,14,0,58,48,12,66,7,0,12,14,21,9,17,8,48.9,46.9,992.3,2.3,17.2,28.9,41.0,55.0,37.9,0.85,999.9,1,58.930251797691362
2017,1,25,4,2017-01-25,11,0,105,0,24,0,140,0,1118,575,1,1,32,149,10,11,3,2,42,68,6,95,3,0,12,10,19,8,22,10,41.1,35.1,995.2,8.5,17.4,24.1,33.0,55.0,37.9,0.4,999.9,0,61.339626736111107
2017,1,26,5,2017-01-26,13,0,100,0,37,0,150,0,1084,563,3,1,23,141,14,5,3,0,50,61,2,77,5,1,10,11,17,10,20,9,44.3,39.9,997.4,9.0,9.7,18.1,24.1,50.0,37.9,0.02,999.9,0,77.530633223684234
2017,1,27,6,2017-01-27,9,0,83,0,28,0,120,0,1139,582,3,0,28,124,16,6,4,0,63,56,3,96,3,0,11,11,25,11,22,9,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45.0,39.9,0.1,999.9,0,77.979837435402175
2017,1,28,7,2017-01-28,5,0,105,0,28,0,138,0,988,500,1,1,27,142,17,20,2,1,35,41,0,48,5,0,9,15,7,13,25,8,38.7,23.1,1000.8,10.0,18.3,25.1,33.0,45.0,36.0,0.0,999.9,0,89.097537878787847
2017,1,29,1,2017-01-29,6,0,103,0,15,0,124,0,843,428,4,0,20,108,13,19,0,0,22,49,4,54,2,0,7,13,9,6,9,2,38.0,26.4,1005.7,9.9,10.2,15.0,22.0,43.0,34.0,0.0,999.9,0,80.441364247311853
2017,1,30,2,2017-01-30,4,0,108,0,31,1,143,1,1051,545,5,0,26,130,20,10,7,2,37,63,6,81,4,1,6,8,27,14,22,8,34.0,23.1,1006.1,9.7,6.5,15.0,22.0,43.0,24.1,0.0,999.9,0,90.800743155383117
2017,1,31,3,2017-01-31,3,0,83,0,35,0,121,0,1110,571,2,0,39,132,8,6,25,1,51,59,5,71,3,0,9,12,15,12,28,9,28.1,14.6,1013.1,8.2,9.8,19.0,28.0,39.9,21.9,0.0,999.9,1,86.219362745098053
2017,2,1,4,2017-02-01,16,0,82,1,32,0,130,1,1101,574,2,0,36,152,16,3,4,3,43,62,7,85,4,0,9,14,17,6,16,10,38.7,31.3,1011.6,9.7,10.5,21.0,27.0,45.0,21.9,0.0,999.9,0,93.337928921568619
2017,2,2,5,2017-02-02,8,0,104,0,29,0,141,0,1137,586,5,0,30,172,10,15,0,1,50,56,4,75,1,1,17,7,12,10,26,10,37.7,24.2,1016.0,10.0,9.9,20.0,27.0,45.0,30.0,0.0,999.9,0,76.590762867647072
2017,2,3,6,2017-02-03,3,0,98,0,30,0,131,0,1165,609,3,0,30,165,20,5,1,1,41,79,5,81,2,1,10,12,22,7,22,6,30.9,14.0,1020.2,10.0,9.0,14.0,19.0,44.1,26.1,0.0,999.9,0,76.1852838960429
2017,2,4,7,2017-02-04,7,0,108,0,28,2,143,2,1067,541,2,2,22,141,12,20,1,1,33,53,5,70,2,0,9,10,14,8,21,11,28.4,10.8,1021.4,10.0,14.1,20.0,25.1,33.1,24.1,0.0,999.9,0,72.786458333333343
2017,2,5,1,2017-02-05,5,0,103,0,12,0,120,0,856,429,4,1,26,116,10,16,5,1,27,27,0,57,3,1,4,10,18,12,15,2,36.1,23.7,1018.7,9.5,11.5,17.1,22.0,44.1,24.1,0.0,999.9,0,60.734533096926718
2017,2,6,2,2017-02-06,6,0,92,0,34,1,132,1,1098,567,2,0,25,133,10,10,1,2,45,62,5,89,3,1,13,13,23,15,22,7,37.5,21.0,1014.7,10.0,14.4,19.0,28.0,44.1,30.9,0.02,999.9,0,78.948174550413611
2017,2,7,3,2017-02-07,11,0,124,0,35,1,170,1,1217,626,4,0,33,159,14,10,16,1,51,72,4,97,5,1,17,18,19,13,21,6,38.1,32.2,1017.1,8.4,9.2,22.0,29.9,46.9,25.0,0.0,999.9,0,74.232762896825392
2017,2,8,4,2017-02-08,12,0,132,0,40,0,184,0,1313,672,2,1,32,166,14,11,5,1,56,90,6,102,3,1,18,19,19,11,24,6,46.2,43.9,1004.2,2.8,10.1,19.0,26.0,50.0,42.1,0.13,999.9,1,73.9453125
2017,2,9,5,2017-02-09,3,0,75,0,5,0,83,0,987,506,1,0,15,72,5,2,164,0,20,38,2,46,2,0,13,11,1,18,22,9,38.1,33.3,1000.6,7.0,17.8,40.0,53.0,51.1,24.1,0.01,999.9,1,24.627108134920629
2017,2,10,6,2017-02-10,4,0,99,0,27,0,130,0,1380,707,2,1,34,117,12,3,108,3,42,75,8,98,5,0,6,14,17,12,34,11,21.0,9.1,1016.3,7.9,21.5,34.0,45.1,27.0,16.0,1.26,999.9,1,17.309523809523817
2017,2,11,7,2017-02-11,7,0,90,0,19,1,116,1,966,510,2,0,21,118,17,16,25,2,29,56,1,75,2,0,8,12,13,6,14,5,32.0,24.7,1017.1,8.4,10.0,18.1,22.9,41.0,16.0,0.01,999.9,0,14.82229662698413
2017,2,12,1,2017-02-12,7,0,86,0,33,0,126,0,808,437,1,0,20,85,16,13,28,3,28,37,1,40,5,0,9,11,16,16,19,2,35.6,32.1,1015.8,7.9,15.2,21.0,29.9,41.0,23.0,0.3,999.9,0,10.814608134920634
2017,2,13,2,2017-02-13,6,0,86,0,49,0,141,0,1185,642,2,1,20,146,6,2,14,6,44,57,8,91,7,2,4,12,23,7,26,17,35.9,30.3,996.6,6.5,19.7,31.1,42.9,44.6,28.9,0.13,999.9,1,40.377636109877272
2017,2,14,3,2017-02-14,9,0,133,0,35,0,177,0,1324,686,4,0,33,174,16,10,9,1,51,54,6,99,5,0,9,13,28,13,25,13,30.1,19.1,1009.9,10.0,15.1,28.0,40.0,33.1,26.6,0.0,999.9,0,59.303877801120443
2017,2,15,4,2017-02-15,5,0,78,1,40,0,123,1,1164,603,3,0,36,152,13,11,8,2,54,57,8,99,6,0,7,21,8,12,17,7,36.6,32.7,1002.8,7.5,8.7,19.0,25.1,44.1,21.9,0.0,999.9,0,61.457490808823522
2017,2,16,5,2017-02-16,11,0,114,0,34,0,159,0,1253,651,2,0,40,176,10,8,0,0,56,68,10,95,2,0,8,15,11,8,26,5,36.1,28.8,993.5,9.2,14.4,20.0,31.1,44.1,21.9,0.63,999.9,1,64.0277267156863
2017,2,17,6,2017-02-17,5,0,124,2,39,0,168,2,1323,680,0,0,42,180,9,6,6,3,48,82,4,99,5,0,8,8,14,16,26,7,31.8,17.3,1004.0,10.0,14.0,19.0,27.0,39.0,26.1,0.0,999.9,0,50.139817365875587
2017,2,18,7,2017-02-18,9,0,122,1,30,0,161,1,1120,570,6,0,30,147,12,15,2,1,52,70,0,52,3,0,24,13,22,14,20,5,37.0,26.6,1008.7,9.8,10.4,17.1,999.9,46.9,24.1,0.0,999.9,0,62.152889784946247
2017,2,19,1,2017-02-19,7,0,92,0,26,0,125,0,863,438,5,1,23,100,8,14,0,2,36,46,0,66,2,0,5,10,10,7,14,8,47.8,36.9,1005.4,9.5,13.9,17.1,24.1,57.0,41.0,0.0,999.9,0,46.004310344827587
2017,2,20,2,2017-02-20,10,0,92,0,21,0,123,0,827,428,3,0,24,121,6,7,2,1,32,45,3,48,4,0,9,9,12,6,17,9,41.9,29.5,1016.8,10.0,11.7,19.0,25.1,59.0,36.0,0.0,999.9,0,26.015625
2017,2,21,3,2017-02-21,6,0,91,0,23,0,120,0,928,483,2,1,42,112,6,14,2,2,34,48,2,59,4,0,9,10,17,9,22,6,37.1,26.6,1026.3,10.0,6.9,12.0,999.9,46.0,30.0,0.0,999.9,0,35.373641503335762
2017,2,22,4,2017-02-22,3,0,78,0,29,0,110,0,931,477,2,0,24,137,8,10,0,3,37,49,5,73,7,0,14,7,12,8,16,9,40.6,35.2,1018.0,9.7,7.8,12.0,999.9,46.9,32.0,0.0,999.9,0,28.630208333333336
2017,2,23,5,2017-02-23,6,0,96,0,38,0,140,0,1090,581,3,0,42,171,10,7,5,0,42,57,4,68,5,1,12,13,12,4,12,7,44.0,41.7,1012.7,5.2,8.2,14.0,999.9,48.9,37.0,0.0,999.9,1,28.283203125
2017,2,24,6,2017-02-24,17,0,158,0,58,1,233,1,1254,657,5,1,42,169,8,6,2,2,53,72,5,83,6,1,8,20,24,15,21,17,47.5,44.3,1015.0,6.9,10.0,15.9,999.9,54.0,39.9,0.0,999.9,1,16.33848831384644
2017,2,25,7,2017-02-25,16,0,122,1,29,0,167,1,1083,572,2,0,31,141,15,18,7,1,46,45,2,83,3,0,10,11,20,17,26,5,49.8,46.6,1010.5,6.5,10.1,15.9,999.9,57.9,44.1,0.0,999.9,1,32.578125
2017,2,26,1,2017-02-26,5,0,89,0,13,0,107,0,905,462,4,0,18,128,9,14,4,1,28,32,4,68,0,1,10,10,11,8,14,5,43.0,31.2,1008.4,7.3,14.3,22.9,29.9,57.9,37.9,0.0,999.9,1,45.841666666666661
2017,2,27,2,2017-02-27,7,0,96,0,24,1,127,1,1042,540,2,1,27,145,16,7,3,4,40,50,2,85,4,0,7,6,16,5,23,7,39.1,25.5,1026.8,10.0,13.2,19.0,28.0,48.0,30.0,0.0,999.9,0,83.749097934328887
2017,2,28,3,2017-02-28,13,0,106,0,34,0,153,0,1137,591,5,1,26,151,13,9,1,0,50,65,5,81,5,0,8,16,15,8,19,11,44.2,39.9,1029.7,9.0,7.9,13.0,999.9,48.9,30.0,0.0,999.9,0,80.97511412459717
2017,3,1,4,2017-03-01,12,0,97,1,29,0,138,1,1109,571,2,0,19,141,10,9,6,3,48,74,10,80,5,0,10,14,15,12,15,10,47.4,45.8,1007.0,2.0,11.5,24.1,29.9,52.0,41.0,0.03,999.9,1,82.86335369674191
2017,3,2,5,2017-03-02,7,0,93,0,44,0,144,0,1246,652,2,0,35,163,18,9,3,0,49,62,5,97,3,1,13,6,21,4,25,21,47.8,36.9,999.2,6.9,21.6,28.0,41.0,52.0,37.9,0.0,999.9,0,84.024612563562144
2017,3,3,6,2017-03-03,13,1,111,0,35,0,159,1,1442,745,3,0,28,200,15,14,2,1,52,71,9,108,6,1,11,9,19,9,34,12,33.2,8.8,1018.3,10.0,11.8,15.9,25.1,51.1,28.0,0.0,999.9,0,76.8976628683292
2017,3,4,7,2017-03-04,6,0,105,0,20,0,131,0,1059,536,2,1,22,150,10,15,1,0,44,55,2,77,0,0,6,12,17,6,22,8,22.9,0.1,1026.4,9.9,17.8,25.1,33.0,37.0,18.0,0.0,999.9,0,125.52869689542484
2017,3,5,1,2017-03-05,4,0,105,0,15,0,124,0,966,489,8,0,32,136,8,20,1,0,36,51,0,59,1,0,5,14,17,11,18,6,20.8,-1.7,1029.2,10.0,19.8,25.1,35.9,33.1,12.0,0.0,999.9,0,117.86631944444447
2017,3,6,2,2017-03-06,10,0,85,0,32,0,127,0,1192,617,2,0,38,156,9,9,4,0,45,72,6,88,6,0,10,15,27,7,30,9,28.9,11.2,1031.6,10.0,9.9,15.9,17.1,36.0,12.0,0.0,999.9,0,70.785929093475588
2017,3,7,3,2017-03-07,9,0,85,0,23,4,117,4,1211,637,3,0,39,158,14,5,16,1,46,62,5,86,3,2,16,12,21,11,16,8,36.7,27.5,1030.1,9.2,10.7,18.1,25.1,45.0,24.1,0.0,999.9,0,48.211397058823529
2017,3,8,4,2017-03-08,12,0,92,0,29,0,133,0,1178,608,6,0,19,160,6,4,6,3,49,64,7,96,7,0,13,13,19,8,24,10,45.9,42.6,1016.0,5.5,15.3,21.0,28.9,48.9,30.0,0.07,999.9,1,50.269454656862742
2017,3,9,5,2017-03-09,10,0,110,0,41,1,161,1,1288,664,8,0,51,169,9,14,4,0,43,64,3,102,4,0,11,12,25,8,33,13,45.9,34.3,1012.0,9.1,17.7,22.9,31.1,52.0,41.0,0.09,999.9,0,50.504978553921561
2017,3,10,6,2017-03-10,10,0,117,0,40,0,167,0,1171,612,2,1,30,160,8,11,15,1,63,72,1,85,4,0,8,15,18,13,19,6,35.5,26.4,1012.1,5.8,12.1,22.0,28.9,52.0,30.0,0.0,999.9,1,42.507239026349041
2017,3,11,7,2017-03-11,1,0,135,0,18,0,154,0,1061,547,0,1,38,144,11,20,4,1,43,48,2,68,4,0,15,17,17,15,18,10,22.5,7.2,1013.6,9.4,19.3,28.9,39.0,44.1,17.1,0.07,999.9,0,45.661049836601315
2017,3,12,1,2017-03-12,9,0,116,1,17,0,142,1,1036,516,5,0,28,140,12,19,3,1,31,55,1,79,5,0,6,15,17,11,15,7,20.0,2.6,1021.2,10.0,16.1,20.0,29.9,26.1,15.1,0.0,999.9,0,31.786111111111108
2017,3,13,2,2017-03-13,10,0,128,0,36,0,174,0,1559,792,2,1,50,217,19,8,2,3,60,97,5,91,6,1,23,14,25,12,30,13,21.9,6.4,1028.8,10.0,10.9,15.9,25.1,27.0,15.1,0.0,999.9,0,37.962672523221741
