year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,total_motorist_injured,total_motorist_killed,total_pedestrians_injured,total_pedestrians_killed,total_persons_injured,total_persons_killed,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,avg_vol
2016,8,4,5,2016-08-04,27,0,141,0,28,0,196,0,1395,715,2,2,36,166,9,12,2,0,53,85,13,113,3,0,12,12,28,17,30,15,64.2,57.8,1021.4,10.0,4.6,9.9,999.9,73.9,55.9,0.0,999.9,0,26.05787037037037
2016,8,5,6,2016-08-05,30,0,130,0,21,0,181,0,1368,699,4,1,36,181,9,13,1,1,35,69,5,113,5,0,17,9,25,6,21,14,65.3,60.4,1017.2,9.3,5.0,9.9,999.9,73.9,55.0,0.0,999.9,1,10.335338345864661
2016,8,8,2,2016-08-08,16,0,112,0,30,0,158,0,1208,631,4,2,39,131,17,13,4,0,43,59,2,99,12,0,10,11,13,15,24,5,71.3,61.3,1015.4,10.0,6.3,9.9,999.9,82.0,62.1,0.0,999.9,0,56.705657317657085
2016,8,9,3,2016-08-09,15,0,131,1,21,1,167,2,1285,649,3,2,41,164,16,12,2,0,31,96,6,76,4,0,10,12,19,15,25,12,71.5,64.7,1021.5,10.0,6.6,8.9,27.0,80.1,62.1,0.0,999.9,0,42.414299242424242
2016,8,10,4,2016-08-10,23,0,157,0,23,0,203,0,1204,618,2,1,30,147,14,8,10,1,33,61,5,82,8,0,13,12,15,12,42,6,70.6,67.2,1023.2,9.9,8.6,14.0,999.9,80.1,64.0,0.0,999.9,0,40.765624999999993
2016,8,11,5,2016-08-11,20,0,155,0,21,0,196,0,1314,672,2,1,33,165,17,9,4,1,42,93,5,88,5,1,20,13,16,19,32,5,73.6,71.8,1018.5,4.7,11.1,15.9,999.9,79.0,66.9,0.05,999.9,1,42.478515625
2016,8,12,6,2016-08-12,20,0,166,0,34,1,220,1,1420,729,7,3,36,191,8,10,7,1,58,80,8,95,4,0,16,13,20,16,30,12,74.3,72.2,1012.8,4.5,12.3,18.1,24.1,79.0,71.1,0.0,999.9,1,26.374545625840454
2016,8,13,7,2016-08-13,15,0,137,0,25,1,177,1,1205,613,3,0,38,153,16,20,1,2,34,53,3,71,4,0,13,14,13,12,26,14,75.9,73.3,1012.7,5.4,9.2,14.0,999.9,82.9,71.1,0.0,999.9,1,42.633333333333333
2016,8,14,1,2016-08-14,17,0,115,1,10,1,142,2,1019,520,4,0,25,150,9,14,1,0,26,44,3,63,5,0,12,8,13,16,17,3,75.3,73.3,1013.5,4.6,9.9,15.0,19.0,80.1,69.8,0.01,999.9,1,42.392708333333339
2016,8,15,2,2016-08-15,17,0,104,0,34,0,155,0,1233,641,4,0,34,171,9,14,2,2,43,66,2,66,6,0,15,12,13,22,20,11,77.5,69.4,1017.9,8.8,8.5,14.0,19.0,84.0,70.0,0.0,999.9,0,41.610266141777643
2016,8,16,3,2016-08-16,25,0,140,0,33,1,198,1,1234,642,4,0,37,146,20,7,2,0,46,47,2,88,8,0,14,22,16,15,23,14,73.1,69.0,1022.3,10.0,7.9,12.0,999.9,84.0,66.9,0.0,999.9,0,36.298245614035082
2016,8,17,4,2016-08-17,15,0,99,0,38,1,152,1,1277,657,6,0,37,165,14,13,3,2,53,67,8,94,6,0,12,10,16,14,38,6,76.5,70.0,1014.4,8.4,14.7,21.0,28.0,82.0,70.0,0.0,999.9,0,34.263888888888886
2016,8,18,5,2016-08-18,22,1,128,0,32,1,182,2,1232,634,8,0,40,152,10,8,2,2,52,58,3,80,11,0,10,12,11,11,26,7,71.5,65.7,1015.5,9.9,6.1,12.0,999.9,82.0,64.9,0.0,999.9,0,34.723379629629633
2016,8,19,6,2016-08-19,24,0,159,0,30,0,213,0,1365,707,3,0,36,162,8,8,5,2,69,73,5,87,8,0,16,9,28,11,25,8,74.4,65.7,1013.3,10.0,8.2,14.0,999.9,81.0,64.9,0.0,999.9,0,19.098089794577604
2016,8,20,7,2016-08-20,15,0,102,0,21,0,138,0,1123,577,5,0,34,164,9,15,3,0,39,61,2,55,2,0,8,13,22,12,23,10,69.1,62.1,1015.2,10.0,8.5,13.0,999.9,81.0,63.0,0.0,999.9,0,38.393229166666664
2016,8,21,1,2016-08-21,13,0,141,1,19,0,173,1,1007,508,3,0,34,122,12,10,6,1,33,53,3,61,4,0,10,20,23,13,19,6,68.3,63.6,1014.5,9.6,9.0,13.0,999.9,75.9,63.0,0.0,999.9,0,33.747395833333336
2016,8,22,2,2016-08-22,20,0,132,0,29,1,181,1,1309,668,4,1,36,161,9,11,4,1,43,79,7,94,4,1,10,11,25,10,21,15,73.8,66.7,1011.0,6.7,10.4,15.0,19.0,81.0,63.0,0.47,999.9,1,61.256422259530432
2016,8,23,3,2016-08-23,16,0,127,0,31,2,174,2,1236,635,5,1,31,175,10,10,2,3,52,68,2,76,3,2,17,9,19,9,26,14,69.0,52.6,1023.1,10.0,10.4,18.1,26.0,81.0,64.0,0.01,999.9,0,53.771233974358971
2016,8,24,4,2016-08-24,25,1,92,0,27,0,144,1,1228,634,3,0,29,184,13,12,2,1,44,69,8,79,9,1,11,9,17,8,22,7,70.1,63.3,1024.3,10.0,8.5,12.0,999.9,77.0,63.0,0.0,999.9,0,53.952323717948715
2016,8,25,5,2016-08-25,22,0,146,0,16,0,184,0,1287,658,3,0,37,157,13,9,4,2,37,80,11,87,9,0,12,13,18,5,25,13,71.7,66.5,1020.5,10.0,10.4,14.0,999.9,77.0,63.0,0.0,999.9,0,54.264823717948723
2016,8,26,6,2016-08-26,19,0,135,0,23,0,177,0,1473,755,1,1,45,191,15,15,1,0,62,68,4,97,1,0,19,8,24,22,29,11,73.4,70.0,1016.1,9.7,10.1,12.0,999.9,79.0,68.0,0.0,999.9,0,39.245983438890391
2016,8,27,7,2016-08-27,22,0,121,0,23,1,166,1,1219,622,3,0,32,174,10,13,1,1,37,56,2,66,3,0,8,10,18,25,33,8,74.4,64.2,1020.3,7.7,8.3,14.0,999.9,81.0,66.9,0.0,999.9,1,43.170748299319726
2016,8,28,1,2016-08-28,18,0,124,0,26,0,168,0,1068,557,4,0,26,151,13,15,2,1,32,60,2,57,2,1,8,9,9,13,21,16,67.7,61.7,1024.1,8.7,5.8,12.0,999.9,81.0,57.9,0.0,999.9,1,51.795138888888886
2016,8,29,2,2016-08-29,18,0,137,0,28,2,183,2,1310,671,4,0,28,167,15,10,1,1,52,80,4,76,3,1,16,15,18,11,20,14,72.5,66.3,1019.0,9.8,9.5,15.9,22.0,82.9,57.9,0.0,999.9,0,73.639038584623279
2016,8,30,3,2016-08-30,28,0,118,0,28,1,174,1,1210,621,2,0,41,163,17,12,3,3,35,58,5,97,10,0,10,14,20,6,35,15,67.7,59.2,1020.0,10.0,6.1,8.9,999.9,82.9,59.0,0.0,999.9,0,64.314583333333331
2016,8,31,4,2016-08-31,25,0,129,3,23,1,177,4,1278,658,5,1,35,159,14,8,2,2,47,76,5,94,2,0,12,12,23,8,28,8,70.4,65.7,1016.0,10.0,9.1,12.0,999.9,75.9,59.0,0.0,999.9,0,64.672916666666666
2016,9,1,5,2016-09-01,13,0,127,0,26,0,166,0,1341,674,3,1,29,181,13,6,14,2,59,68,1,74,4,0,10,9,20,18,32,12,71.5,67.0,1011.2,9.7,6.8,8.9,999.9,77.0,66.9,0.0,999.9,0,65.198958333333337
2016,9,2,6,2016-09-02,21,0,133,1,24,0,178,1,1352,696,4,0,39,167,12,12,3,0,59,78,4,88,8,0,9,13,20,7,29,9,69.2,63.2,1015.1,9.4,9.9,18.1,21.0,77.0,62.1,0.05,999.9,0,37.143329269199711
2016,9,3,7,2016-09-03,22,0,124,0,28,0,174,0,944,496,6,0,29,122,12,21,1,0,42,27,2,47,8,0,7,17,10,9,29,9,63.2,57.5,1022.0,10.0,5.7,9.9,999.9,75.0,55.9,0.0,999.9,0,65.15625
2016,9,4,1,2016-09-04,9,0,124,1,23,0,156,1,910,466,1,0,33,116,8,22,2,3,24,44,2,49,3,0,7,12,11,17,20,3,65.3,57.4,1022.0,10.0,12.7,21.0,28.9,73.0,55.9,0.0,999.9,0,55.222222222222214
2016,9,6,3,2016-09-06,15,0,101,0,21,1,137,1,1218,626,4,0,27,160,10,4,3,1,42,66,5,82,2,0,10,13,21,9,34,7,69.9,65.8,1014.3,7.9,15.2,22.0,31.1,75.9,62.1,1.25,999.9,0,47.274899585328157
2016,9,7,4,2016-09-07,13,0,121,0,21,0,155,0,1272,648,1,0,31,168,16,10,6,1,57,67,2,89,4,0,11,6,23,13,29,12,70.3,66.8,1016.3,8.4,13.1,18.1,26.0,77.0,64.9,0.01,999.9,0,66.715153769841265
2016,9,8,5,2016-09-08,24,0,152,0,25,0,201,0,1421,717,3,0,42,208,17,10,2,1,53,77,4,113,12,0,14,8,15,9,19,12,68.5,66.8,1012.0,6.3,9.0,13.0,999.9,77.0,66.0,0.01,999.9,1,78.105875220458572
2016,9,9,6,2016-09-09,23,0,96,0,17,0,136,0,1387,715,4,0,30,175,19,9,6,3,54,65,11,110,4,1,10,16,18,19,32,9,71.4,68.3,1011.2,5.9,10.3,13.0,999.9,79.0,66.0,0.16,999.9,1,72.192864120941053
2016,9,10,7,2016-09-10,22,0,149,0,19,0,190,0,1171,597,3,1,26,154,24,14,7,0,46,62,3,73,8,0,16,15,17,6,19,7,71.9,67.0,1016.5,6.7,7.0,14.0,999.9,79.0,68.0,0.0,999.9,1,84.48100406970724
2016,9,11,1,2016-09-11,12,0,148,1,13,0,173,1,1047,535,3,0,27,147,10,20,3,0,38,54,2,58,6,1,14,9,15,17,20,7,71.3,67.8,1015.3,6.4,11.9,19.0,24.1,78.1,64.9,0.0,999.9,1,70.5238028076898
2016,9,12,2,2016-09-12,22,0,154,0,39,0,215,0,1245,648,2,0,34,183,13,10,3,3,42,57,6,80,7,0,8,11,26,13,24,15,65.1,52.1,1021.9,10.0,7.9,15.9,999.9,78.1,55.9,0.0,999.9,0,70.08395140735135
2016,9,13,3,2016-09-13,28,0,169,0,45,1,242,1,1509,779,2,0,31,209,17,15,0,0,49,97,2,108,7,0,9,18,19,19,33,19,64.1,55.9,1023.0,10.0,8.9,13.0,999.9,71.1,55.9,0.0,999.9,0,67.193346338830011
2016,9,14,4,2016-09-14,21,0,145,0,26,0,192,0,1518,778,3,1,30,174,18,11,8,1,40,105,10,122,3,0,23,11,19,10,35,15,68.4,61.8,1018.3,10.0,12.4,17.1,22.9,73.9,57.9,0.0,999.9,0,72.956166272655651
2016,9,15,5,2016-09-15,26,0,146,0,39,1,211,1,1458,754,5,0,34,189,18,10,3,0,70,82,4,94,9,0,12,16,29,12,28,18,64.5,53.4,1022.0,10.0,14.4,22.9,29.9,73.9,53.1,0.0,999.9,0,73.318072684411078
2016,9,16,6,2016-09-16,26,0,122,0,34,0,182,0,1514,778,4,2,33,208,13,14,0,1,46,98,11,110,6,1,11,14,15,11,20,11,57.7,47.7,1026.5,10.0,6.4,9.9,15.0,66.9,48.0,0.0,999.9,0,71.087234665450538
2016,9,17,7,2016-09-17,17,0,151,0,27,2,195,2,1275,645,6,0,34,176,19,17,1,2,50,70,1,66,4,0,10,7,20,14,24,10,62.6,57.6,1024.5,9.7,6.0,12.0,999.9,73.0,48.0,0.0,999.9,0,96.759939253217453
2016,9,18,1,2016-09-18,16,0,138,0,22,0,176,0,1055,534,5,1,22,132,8,18,1,0,27,47,1,53,5,1,7,12,15,15,15,7,70.6,67.3,1019.6,9.3,11.1,14.0,999.9,75.0,66.9,0.0,999.9,0,80.153433041504556
2016,9,19,2,2016-09-19,9,0,160,0,26,1,195,1,1319,677,3,0,29,169,10,11,30,2,48,75,7,84,3,0,14,14,19,13,20,9,71.0,68.8,1018.7,7.6,8.1,14.0,20.0,75.0,68.0,0.0,999.9,0,83.230667400227119
2016,9,20,3,2016-09-20,21,0,103,0,34,0,158,0,1213,618,3,0,33,172,8,7,5,0,40,55,6,82,6,0,8,15,17,8,24,10,71.1,69.3,1019.3,8.7,5.6,11.1,999.9,75.0,66.0,0.22,999.9,0,86.5439401171147
2016,9,21,4,2016-09-21,25,0,133,0,32,0,190,0,1193,620,3,0,39,159,4,7,4,2,54,67,8,80,9,0,19,5,23,8,16,6,70.0,64.4,1020.2,5.3,6.4,12.0,999.9,77.0,62.1,0.07,999.9,1,91.665573257604947
2016,9,22,5,2016-09-22,28,0,133,0,25,0,186,0,1275,657,4,0,29,171,11,12,3,1,51,82,6,77,8,0,17,14,20,9,27,12,67.2,57.8,1020.9,10.0,3.7,7.0,999.9,79.0,57.9,0.0,999.9,0,93.597287648435369
2016,9,23,6,2016-09-23,30,0,182,0,37,1,249,1,1589,810,4,2,32,201,16,7,1,2,59,89,11,118,9,1,21,17,21,16,39,16,66.3,62.1,1016.5,9.5,5.8,12.0,999.9,79.0,55.9,0.0,999.9,1,98.4968618874227
2016,9,24,7,2016-09-24,17,0,139,0,27,1,183,1,1206,612,5,0,35,151,10,14,9,1,35,59,5,77,6,0,14,21,21,14,29,4,60.7,49.5,1017.5,10.0,12.7,18.1,24.1,75.9,50.0,0.07,999.9,0,100.99066093911529
2016,9,25,1,2016-09-25,25,0,126,0,16,0,167,0,1120,572,1,1,26,164,11,24,0,2,30,67,2,56,6,0,6,8,24,13,21,9,57.6,39.4,1018.8,10.0,10.8,17.1,24.1,66.0,48.0,0.0,999.9,0,94.1946578460663
2016,9,26,2,2016-09-26,12,0,132,0,33,0,177,0,1216,623,1,0,35,140,13,15,1,1,46,71,6,84,5,0,13,10,19,12,23,17,55.2,41.1,1021.6,10.0,5.3,8.9,999.9,64.9,44.1,0.0,999.9,0,88.4826750419739
2016,9,27,3,2016-09-27,21,0,123,0,42,1,186,1,1268,657,2,0,29,175,10,8,6,2,47,56,6,80,5,0,5,14,22,11,37,9,65.4,59.8,1015.4,7.1,11.0,17.1,24.1,66.9,60.1,0.01,999.9,0,90.6495564656416
2016,9,28,4,2016-09-28,17,0,115,0,28,1,160,1,1244,635,6,0,35,159,12,11,6,0,53,54,6,88,7,0,8,16,17,14,33,7,63.1,60.7,1018.8,5.7,11.3,21.0,27.0,66.2,60.1,1.0,999.9,0,93.661799320911385
2016,9,29,5,2016-09-29,12,0,96,1,34,2,142,3,1213,623,1,0,32,151,16,11,6,3,45,52,6,102,2,1,11,14,13,8,27,6,60.0,54.9,1027.1,9.3,17.8,21.0,28.9,64.9,57.9,0.01,999.9,0,93.865113920110645
2016,9,30,6,2016-09-30,17,0,176,0,57,1,250,1,1664,870,4,0,50,200,17,8,41,3,77,82,6,105,13,0,17,22,30,11,32,14,60.1,54.5,1028.7,7.8,15.6,20.0,28.9,63.0,57.9,0.01,999.9,0,101.5414862085165
2016,10,1,7,2016-10-01,16,0,116,0,29,0,161,0,1129,580,2,0,25,145,18,27,6,1,48,46,1,73,4,0,10,7,17,13,19,5,62.0,60.2,1021.1,1.7,14.0,19.0,28.0,64.9,59.0,1.63,999.9,1,147.49904450449634
2016,10,2,1,2016-10-02,10,0,124,0,18,0,152,0,933,485,0,4,24,110,11,29,2,0,24,41,3,63,3,1,8,4,21,14,20,8,61.3,59.2,1017.8,4.4,9.0,12.0,999.9,64.9,59.0,1.22,999.9,1,143.90656898584623
2016,10,3,2,2016-10-03,14,0,94,0,22,0,130,0,958,489,2,1,42,127,13,8,3,2,35,39,4,60,5,0,10,9,13,7,26,6,60.5,56.1,1016.2,9.9,4.4,9.9,999.9,66.0,57.0,0.0,999.9,0,161.3149879893877
2016,10,4,3,2016-10-04,21,0,73,0,21,2,115,2,999,522,1,0,33,144,4,6,2,1,31,39,5,69,7,0,17,7,21,7,21,5,60.5,54.2,1023.5,9.7,12.4,20.0,27.0,66.0,55.9,0.01,999.9,0,179.83614971858259
2016,10,5,4,2016-10-05,16,0,120,0,34,1,170,1,1341,691,7,2,22,181,14,10,2,2,44,68,7,104,10,0,19,5,19,13,35,14,58.7,53.2,1026.1,10.0,12.9,17.1,20.0,62.1,55.4,0.0,999.9,0,189.55525481189861
2016,10,6,5,2016-10-06,20,0,134,0,44,0,198,0,1475,763,6,0,31,194,13,10,1,3,51,91,9,108,6,0,15,14,31,8,32,18,57.3,50.9,1025.6,10.0,5.8,8.9,999.9,66.0,48.9,0.0,999.9,0,198.43734499007957
2016,10,7,6,2016-10-07,18,0,120,0,35,1,173,1,1489,754,2,1,31,186,14,10,1,1,61,87,4,109,8,0,15,8,17,16,41,20,55.6,49.7,1025.3,6.9,2.7,8.0,999.9,70.0,44.1,0.0,999.9,1,177.23867113000466
2016,10,8,7,2016-10-08,13,0,113,0,27,1,153,1,1231,630,0,1,23,176,12,13,15,5,38,59,0,65,2,0,24,15,16,18,29,14,58.7,55.5,1020.5,8.5,7.7,14.0,999.9,70.0,44.1,0.0,999.9,1,265.79617903588712
2016,10,9,1,2016-10-09,5,0,97,0,18,0,120,0,920,480,2,2,18,120,14,10,22,0,30,51,3,45,2,0,15,10,10,16,27,5,62.2,59.7,1013.8,6.4,13.8,36.9,48.0,69.1,46.9,0.0,999.9,0,263.4490196395414
2016,10,10,2,2016-10-10,19,0,97,1,40,1,156,2,1036,537,1,0,29,146,9,9,2,1,40,54,1,64,7,0,6,16,14,18,16,12,54.1,43.8,1016.8,8.0,24.8,36.9,49.0,57.0,51.8,3.76,999.9,0,276.99035947712429
2016,10,11,3,2016-10-11,22,0,109,0,41,0,172,0,1402,737,2,0,33,209,10,15,5,1,62,71,5,88,12,0,7,14,20,12,35,10,54.3,42.2,1029.0,10.0,10.1,15.0,20.0,60.1,46.9,0.03,999.9,0,281.51278494445211
2016,10,12,4,2016-10-12,14,0,105,0,38,0,157,0,962,497,3,0,32,126,13,9,3,1,45,44,8,59,3,0,10,12,18,12,18,5,52.8,46.7,1028.3,10.0,5.2,8.9,999.9,63.0,42.1,0.0,999.9,0,289.20554315476193
2016,10,13,5,2016-10-13,20,0,120,0,33,0,173,0,1466,754,7,2,40,180,11,11,6,0,63,86,7,105,5,0,13,12,26,10,37,12,59.6,56.6,1020.1,9.9,7.3,11.1,999.9,66.9,42.1,0.0,999.9,0,210.25837304374181
2016,10,14,6,2016-10-14,24,0,127,1,44,1,195,2,1511,765,5,0,42,202,20,8,5,1,51,82,3,108,14,4,10,14,20,14,28,15,55.9,45.7,1022.4,10.0,14.2,21.0,27.0,66.9,48.0,0.0,999.9,0,198.08081735132086
2016,10,15,7,2016-10-15,19,0,109,1,35,1,163,2,1235,641,4,0,22,164,12,20,4,0,44,80,2,70,9,1,10,13,18,13,38,15,50.5,38.8,1029.1,10.0,6.2,9.9,999.9,60.1,41.0,0.0,999.9,0,173.61337494624993
2016,10,16,1,2016-10-16,12,0,129,0,30,1,171,1,963,502,5,0,24,111,10,31,2,1,37,42,3,61,4,0,9,11,9,19,20,6,55.2,47.6,1023.1,10.0,9.3,19.0,999.9,66.0,39.9,0.0,999.9,0,150.10602288609351
2016,10,17,2,2016-10-17,17,0,110,0,32,0,159,0,1131,585,2,0,26,152,18,11,3,0,38,53,5,96,5,0,12,7,16,8,36,10,64.5,59.0,1013.4,8.4,10.0,17.1,999.9,72.0,60.1,0.0,999.9,0,109.03051049602836
2016,10,18,3,2016-10-18,14,0,107,0,28,1,149,1,1142,590,3,0,37,158,11,6,2,0,55,51,6,87,4,0,9,6,11,10,26,12,63.8,61.6,1014.1,4.6,6.8,14.0,999.9,73.9,59.0,0.0,999.9,1,113.3260568139447
2016,10,19,4,2016-10-19,21,0,113,0,45,0,179,0,1304,675,0,0,31,185,18,11,3,0,40,69,12,106,5,0,14,10,23,11,28,10,65.6,62.5,1013.9,6.4,11.2,15.0,999.9,71.1,59.0,0.0,999.9,0,117.38720486111107
2016,10,20,5,2016-10-20,21,0,110,0,24,0,155,0,1278,660,5,2,36,182,8,14,2,0,39,67,6,83,9,0,21,10,10,14,31,14,60.4,54.3,1021.3,9.1,10.5,19.0,24.1,71.1,52.0,0.0,999.9,1,116.209252477045
2016,10,21,6,2016-10-21,13,0,173,0,50,1,236,1,1650,847,2,0,34,199,12,9,24,0,63,99,10,131,11,0,15,15,32,20,35,11,64.6,62.1,1010.7,6.0,12.9,18.1,24.1,70.0,52.0,0.01,999.9,1,114.60029287548626
2016,10,22,7,2016-10-22,14,0,155,0,29,2,198,2,1235,628,5,0,34,201,15,10,15,1,52,56,4,72,5,0,6,8,11,13,21,9,61.3,58.9,993.1,3.5,12.2,27.0,36.9,70.0,50.0,0.01,999.9,1,104.22009348562659
2016,10,23,1,2016-10-23,11,0,110,0,22,0,143,0,1023,530,3,1,15,165,9,15,1,0,46,44,3,63,4,0,17,10,14,7,19,12,53.7,35.4,1003.0,10.0,21.3,29.9,45.1,64.0,50.0,0.01,999.9,0,98.785047743055543
2016,10,24,2,2016-10-24,15,0,90,0,37,1,142,1,1083,572,4,1,42,154,13,9,0,1,38,72,6,77,3,0,3,10,20,6,32,13,57.5,41.6,1009.5,9.9,12.5,20.0,27.0,61.0,50.0,0.07,999.9,0,107.23942712904179
2016,10,25,3,2016-10-25,24,0,89,0,24,0,137,0,1095,565,2,1,21,141,15,7,6,2,41,60,8,68,7,0,11,14,13,9,28,8,49.1,29.5,1017.6,10.0,14.1,19.0,28.0,61.0,45.0,0.0,999.9,0,103.85773533950616
2016,10,26,4,2016-10-26,11,0,135,0,41,0,187,0,1381,706,1,0,33,189,17,18,4,1,43,73,8,90,1,0,13,13,16,23,35,10,44.7,28.1,1025.3,10.0,14.9,19.0,27.0,53.1,41.0,0.0,999.9,0,108.50188264981715
2016,10,27,5,2016-10-27,10,0,101,0,85,0,196,0,1576,830,2,2,42,193,12,8,34,2,73,101,2,112,10,0,9,15,20,15,43,14,46.5,36.4,1029.3,9.8,8.2,15.0,22.0,52.0,39.9,0.0,999.9,0,116.90694071087214
2016,10,28,6,2016-10-28,12,0,116,0,36,1,164,1,1529,793,0,1,39,224,15,9,14,2,57,65,1,131,3,0,14,9,19,14,36,13,51.8,46.3,1015.4,7.7,18.6,27.0,38.1,59.0,39.9,0.78,999.9,0,117.71215368539299
2016,10,29,7,2016-10-29,11,0,133,0,28,0,172,0,1190,612,1,1,25,182,18,18,4,0,45,61,3,71,4,0,8,14,21,14,31,3,51.0,44.8,1015.3,8.8,15.8,26.0,38.1,59.0,46.0,0.01,999.9,0,163.4559519419862
2016,10,30,1,2016-10-30,10,0,134,0,28,1,172,1,1077,556,3,0,28,145,17,15,11,0,35,71,3,58,7,0,8,14,16,12,28,4,61.1,52.4,1010.9,9.3,11.0,15.9,22.9,69.1,46.9,0.0,999.9,0,158.28397017409125
2016,10,31,2,2016-10-31,15,0,119,0,34,0,168,0,1267,654,6,0,33,173,12,7,4,3,36,74,8,86,7,0,18,11,13,15,38,3,48.3,41.9,1018.8,8.2,12.5,19.0,26.0,52.0,42.1,0.49,999.9,0,158.45703244919795
2016,11,1,3,2016-11-01,14,0,121,0,35,1,170,1,1417,730,5,1,31,199,15,16,1,1,57,82,8,102,2,1,9,3,17,13,32,13,46.2,37.1,1027.3,10.0,4.4,8.0,999.9,53.1,34.0,0.01,999.9,0,143.30731341297474
2016,11,2,4,2016-11-02,15,0,124,1,25,0,164,1,1319,665,4,0,40,167,14,13,1,1,49,80,6,83,10,0,9,9,17,12,33,18,55.9,49.9,1024.1,10.0,9.9,15.9,999.9,63.0,34.0,0.0,999.9,0,145.59992952742385
2016,11,3,5,2016-11-03,17,0,129,0,42,0,188,0,1319,687,4,1,50,170,8,13,4,0,55,62,7,108,6,1,16,6,15,9,31,8,58.8,56.2,1014.6,5.1,8.4,15.0,21.0,63.0,51.1,0.0,999.9,1,144.55228362706092
2016,11,4,6,2016-11-04,14,0,170,0,53,1,237,1,1503,774,3,2,30,194,16,9,2,1,64,92,8,110,7,1,17,16,30,8,41,15,53.6,44.3,1015.1,10.0,12.1,17.1,22.9,63.0,48.9,0.0,999.9,0,142.88264899421083
2016,11,5,7,2016-11-05,14,0,127,0,29,1,170,1,1225,626,1,2,35,163,10,19,4,2,47,68,2,73,5,0,10,17,14,16,21,5,47.8,33.6,1020.6,10.0,7.9,13.0,999.9,55.9,36.0,0.0,999.9,0,143.70657041629261
2016,11,6,1,2016-11-06,16,0,97,0,28,0,141,0,1045,531,3,2,20,143,13,15,2,0,39,53,2,73,6,0,10,16,13,12,24,8,49.9,42.3,1019.1,9.0,10.5,20.0,28.9,55.9,36.0,0.0,999.9,0,132.03345959595961
2016,11,7,2,2016-11-07,15,0,139,0,38,1,192,1,1357,696,6,0,30,182,17,7,4,1,59,77,12,88,3,0,13,24,25,12,25,16,47.4,36.7,1026.2,9.6,18.8,25.1,31.1,54.0,43.0,0.35,999.9,0,111.16048310812579
2016,11,8,3,2016-11-08,24,0,123,0,41,2,188,2,1191,618,2,1,21,175,13,6,2,0,40,57,9,72,11,0,10,7,19,6,18,15,47.2,38.2,1020.5,10.0,7.1,11.1,999.9,57.0,39.0,0.0,999.9,0,99.492300724637673
2016,11,9,4,2016-11-09,13,0,85,0,35,1,133,1,1053,540,0,1,27,151,4,5,18,1,51,53,6,74,4,0,8,9,19,9,22,6,51.6,46.1,1009.9,8.8,4.6,8.9,999.9,61.0,39.0,0.0,999.9,1,90.945348173516
2016,11,10,5,2016-11-10,9,0,102,0,40,0,151,0,1373,705,5,1,21,186,7,6,2,1,51,70,5,104,4,0,19,10,28,11,34,18,49.4,40.5,1011.2,10.0,10.9,19.0,27.0,61.0,44.1,0.0,999.9,0,99.711476293103487
2016,11,11,6,2016-11-11,24,0,115,0,27,0,166,0,1281,664,2,1,26,190,9,16,3,2,49,68,9,92,7,0,8,8,15,10,18,12,54.9,41.0,1003.5,10.0,16.0,24.1,34.0,63.0,46.9,0.0,999.9,0,96.615930316091934
2016,11,12,7,2016-11-12,11,0,119,0,24,0,154,0,1174,602,5,1,25,157,12,16,5,0,31,64,3,79,6,0,13,15,22,16,26,14,42.1,25.4,1019.6,10.0,13.9,22.0,29.9,46.0,39.0,0.0,999.9,0,216.26377952755902
2016,11,13,1,2016-11-13,11,0,126,0,24,3,161,3,983,518,10,0,23,135,5,17,0,4,33,57,1,53,7,0,13,10,14,9,26,8,51.3,36.2,1017.2,10.0,14.2,21.0,28.0,57.0,37.9,0.0,999.9,0,183.74006015258212
2016,11,14,2,2016-11-14,10,0,112,0,36,0,158,0,1296,668,4,1,27,167,8,6,2,2,44,66,6,90,5,0,13,15,18,16,31,10,54.4,44.6,1015.9,9.6,10.8,15.0,999.9,62.1,46.9,0.0,999.9,0,170.98463045266908
2016,11,15,3,2016-11-15,12,0,122,0,59,1,193,1,1419,741,3,0,17,194,14,1,33,2,60,86,9,102,6,0,7,9,17,12,33,14,54.8,50.1,1014.2,8.6,9.9,19.0,27.0,62.1,46.9,0.0,999.9,0,174.06704141260167
2016,11,16,4,2016-11-16,16,0,107,0,40,0,163,0,1370,705,3,1,31,190,16,10,5,4,46,65,6,120,2,0,8,13,18,9,32,13,54.4,49.5,1006.4,8.0,12.8,25.1,32.1,59.0,51.1,0.5,999.9,0,177.53373443486595
2016,11,17,5,2016-11-17,24,0,112,1,31,1,167,2,1366,706,2,0,43,217,15,9,1,2,60,70,9,87,4,0,12,15,20,10,27,11,48.6,43.0,1011.2,9.6,8.4,15.0,24.1,57.0,41.0,0.0,999.9,0,178.93241139846742
